AK,4759
AL,20844
AR,12059
AZ,37989
CA,195511
CO,23815
CT,14848
DC,32471
DE,6068
FL,114358
GA,48005
HI,7658
IA,9632
ID,4844
IL,43207
IN,23213
KS,12914
KY,13670
LA,26956
MA,29444
MD,23862
ME,6160
MI,35576
MN,18077
MO,14951
MS,7344
MT,3886
NC,37950
ND,1860
NE,7512
NH,4558
NJ,36218
NM,6734
NV,17004
NY,129728
OH,41924
OK,11699
OR,23458
PA,46621
PR,4500
RI,4810
SC,17042
SD,2233
TN,25901
TX,139921
UT,7712
VA,32953
VT,2152
WA,37598
WI,16050
WV,3098
WY,1113
