AK,2236
AL,9421
AR,5788
AZ,18318
CA,97951
CO,11749
CT,7435
DC,17389
DE,2895
FL,53337
GA,22938
HI,3684
IA,4712
ID,2215
IL,21549
IN,11061
KS,6364
KY,6315
LA,12490
MA,15010
MD,12070
ME,2986
MI,17279
MN,9129
MO,6924
MS,3388
MT,1766
NC,18092
ND,824
NE,3729
NH,2133
NJ,17628
NM,3381
NV,7880
NY,66031
OH,19764
OK,5517
OR,11277
PA,22545
PR,2372
RI,2371
SC,7685
SD,1086
TN,11589
TX,67349
UT,3735
VA,16562
VT,1062
WA,18666
WI,7969
WV,1443
WY,479
