AK,909
AL,4551
AR,2251
AZ,7095
CA,26621
CO,4161
CT,2346
DC,3849
DE,972
FL,25670
GA,7980
HI,1401
IA,1682
ID,1055
IL,6186
IN,3890
KS,2103
KY,3033
LA,3702
MA,4132
MD,3325
ME,1162
MI,5982
MN,2887
MO,3052
MS,1342
MT,710
NC,7003
ND,501
NE,1125
NH,1031
NJ,6831
NM,889
NV,3421
NY,17850
OH,7746
OK,2429
OR,3408
PA,8817
PR,392
RI,690
SC,4062
SD,327
TN,5789
TX,25244
UT,1418
VA,5926
VT,412
WA,5021
WI,2731
WV,644
WY,337
