AK,3827
AL,14714
AR,9122
AZ,27516
CA,148580
CO,18874
CT,10283
DC,20123
DE,4139
FL,84621
GA,32024
HI,6002
IA,7051
ID,3604
IL,31477
IN,16945
KS,9570
KY,10338
LA,19728
MA,21246
MD,17274
ME,4539
MI,27234
MN,13503
MO,10742
MS,5144
MT,2799
NC,27512
ND,1530
NE,5720
NH,3540
NJ,26326
NM,4929
NV,12575
NY,94166
OH,31902
OK,9069
OR,19170
PA,34621
PR,3031
RI,3495
SC,12379
SD,1695
TN,18705
TX,102158
UT,6064
VA,23230
VT,1633
WA,28350
WI,11584
WV,2210
WY,910
