AK,1378
AL,4976
AR,3086
AZ,9908
CA,56092
CO,6919
CT,3703
DC,6769
DE,1470
FL,29102
GA,10686
HI,2223
IA,2412
ID,1225
IL,11531
IN,5862
KS,3322
KY,3442
LA,7731
MA,7514
MD,6383
ME,1495
MI,9830
MN,4844
MO,3727
MS,1585
MT,965
NC,9571
ND,510
NE,2008
NH,1265
NJ,9368
NM,1899
NV,4439
NY,33309
OH,11312
OK,3091
OR,7349
PA,12166
PR,835
RI,1223
SC,4151
SD,539
TN,6250
TX,36648
UT,2233
VA,8229
VT,561
WA,10318
WI,4002
WV,758
WY,316
