AK,2714
AL,13273
AR,6604
AZ,21316
CA,80810
CO,12413
CT,7396
DC,11104
DE,3015
FL,77810
GA,24566
HI,4131
IA,5015
ID,3110
IL,18606
IN,11531
KS,6239
KY,9105
LA,10429
MA,12500
MD,10070
ME,3302
MI,17994
MN,8874
MO,9129
MS,4093
MT,2156
NC,20776
ND,1528
NE,3422
NH,2911
NJ,20294
NM,2716
NV,9994
NY,54213
OH,23180
OK,7360
OR,10257
PA,26519
PR,1179
RI,2061
SC,12102
SD,1029
TN,17285
TX,75538
UT,4217
VA,17601
VT,1242
WA,15819
WI,8520
WV,1813
WY,954
