AK,1064
AL,4890
AR,2629
AZ,8162
CA,38483
CO,4913
CT,2791
DC,5158
DE,1288
FL,26351
GA,9948
HI,1637
IA,2027
ID,1118
IL,8614
IN,5064
KS,2583
KY,3165
LA,6947
MA,5551
MD,4396
ME,1365
MI,7520
MN,3510
MO,3501
MS,1748
MT,933
NC,8126
ND,471
NE,1543
NH,1051
NJ,7671
NM,1305
NV,3760
NY,24514
OH,9304
OK,2666
OR,4999
PA,9821
PR,615
RI,947
SC,4061
SD,465
TN,6358
TX,30298
UT,1700
VA,6610
VT,430
WA,7558
WI,3189
WV,771
WY,325
