AK,2235
AL,9003
AR,5264
AZ,16245
CA,68254
CO,10377
CT,5922
DC,8846
DE,2231
FL,57627
GA,17331
HI,3359
IA,3952
ID,2421
IL,15658
IN,8799
KS,4941
KY,6490
LA,7915
MA,10297
MD,8209
ME,2573
MI,14363
MN,7538
MO,6835
MS,2682
MT,1699
NC,15584
ND,1224
NE,2921
NH,2186
NJ,15595
NM,2426
NV,7193
NY,45452
OH,17181
OK,5313
OR,9122
PA,20094
PR,1016
RI,1645
SC,8413
SD,932
TN,11708
TX,55477
UT,3409
VA,13362
VT,1011
WA,13529
WI,6809
WV,1216
WY,660
